id,loan_status
58645,0.9998543879899148
58646,0.02478651710906549
58647,0.6664359001980802
58648,0.01742092032320857
58649,0.027273430575752804
58650,0.9322029475129597
58651,0.000601921057258113
58652,0.005656218543242095
58653,0.3181019737444983
58654,0.011789576098283504
58655,0.11824034077501804
58656,0.1444204471964249
58657,0.05279352438600307
58658,0.0030140904098471806
58659,0.01442889700660864
58660,0.16987561539484575
58661,0.005514115206077307
58662,0.0003431107813054034
58663,0.0565323618695612
58664,0.0027119385841969175
58665,0.03684727715980046
58666,0.017356556147041496
58667,0.0009258163135770528
58668,0.013612382545429395
58669,0.006194766210877674
58670,0.0005509907883188467
58671,0.33304977335936314
58672,0.0014496611573734362
58673,0.9642390758278372
58674,0.0005310207338746758
58675,0.00839363553911734
58676,0.13338510465224293
58677,0.04271616979986017
58678,0.0041290795347213895
58679,0.2717895989726042
58680,0.9753790670083035
58681,0.032664221611002374
58682,0.0013124723143079198
58683,0.004084159553608563
58684,0.206401314299286
58685,0.09246626440110635
58686,0.01205773632141575
58687,0.05124423279750305
58688,0.05293681510649451
58689,0.38794826389651704
58690,5.449533040575838e-05
58691,0.008108846978062812
58692,0.01500163887330412
58693,0.00712035661869619
58694,0.01886836363277922
58695,0.9614156295881418
58696,0.012602669173739986
58697,0.028952591849897454
58698,0.010184094376071127
58699,0.005985277070270629
58700,0.002540433751353603
58701,0.004311499963611378
58702,0.02314890308250075
58703,0.09263828942874547
58704,0.6882118041198705
58705,0.10580650461135024
58706,0.02100426144682873
58707,0.006170860084656191
58708,0.03280097378940125
58709,0.9634058243380946
58710,0.03598276834999866
58711,0.9799661268467031
58712,0.04662073627033553
58713,0.000301841441718479
58714,0.019347788220334502
58715,0.0028088789762157874
58716,0.1252419685498088
58717,0.02264815268811622
58718,0.04093653672311348
58719,0.003631451352095639
58720,0.0003368556904566328
58721,0.11551619696665483
58722,0.3255213953044186
58723,0.0030752454880915506
58724,0.012659536944276123
58725,0.012660103583429873
58726,0.008315533604658549
58727,0.17508275560304148
58728,0.04956268088872785
58729,0.011411457401679197
58730,0.0023161875187865336
58731,0.003783688543157808
58732,0.2866545858207056
58733,0.00015011028722035325
58734,0.009121047774433007
58735,0.012978634728405321
58736,0.04397387816293467
58737,0.05135298971971637
58738,0.9952202205719454
58739,0.21421815405412165
58740,0.595962247031399
58741,0.05942692360476232
58742,0.0023221570961299617
58743,0.014776342329029022
58744,0.0031989231990655607
58745,0.0108428540587566
58746,0.08206722218612264
58747,0.003260814117146803
58748,0.01921334752094203
58749,0.02645742139363299
58750,0.008586483668007969
58751,0.052276170244953436
58752,0.8649966734032979
58753,0.002400013188587993
58754,0.07301185772783038
58755,0.06428528095214343
58756,0.001503381101038849
58757,0.07540834616915626
58758,0.0022056254748580614
58759,0.0001820804401951306
58760,0.00014754733255852587
58761,0.015334531253681566
58762,0.0027822199686086614
58763,0.9762549801888453
58764,0.000896945693636144
58765,0.043499001916470506
58766,0.0026332274360322204
58767,0.009756989201869973
58768,0.9539783633796903
58769,0.0018386467405442902
58770,0.04151846545726235
58771,0.05283586703937722
58772,0.018278761557505973
58773,0.025822599342094407
58774,0.012210915624796849
58775,0.9574786053631023
58776,0.8860190860457946
58777,0.016564412007586397
58778,0.005861163371722647
58779,0.029281082437104925
58780,0.02790314746550779
58781,0.009850260278900827
58782,0.07004399020042312
58783,0.048536674517059376
58784,0.007095683133725803
58785,0.002077913554585905
58786,0.020292982818369734
58787,0.045075922242921285
58788,0.16781477200225256
58789,0.025033112884149052
58790,0.03290733978661534
58791,0.05734743408404266
58792,5.559474596705586e-05
58793,0.09199126891896584
58794,0.007196520713389003
58795,0.01945050864221423
58796,0.019386288289962424
58797,0.014355735076398724
58798,0.11350737512340413
58799,0.5482104158573687
58800,0.01973301223790324
58801,0.002963542409064492
58802,0.8996632002236004
58803,0.15060908664257885
58804,0.34608064414425477
58805,0.9428143542847892
58806,0.0422184637520253
58807,0.013124591941594682
58808,0.01201909599468082
58809,0.9787379048541901
58810,0.9217657387606032
58811,0.01843252640885373
58812,0.06101664551225136
58813,0.005869444632206161
58814,0.02010106907039757
58815,0.004966254610610045
58816,0.015483457389380218
58817,0.0003110804365387717
58818,0.030995522312694312
58819,0.08637143953735266
58820,0.0012250303781725883
58821,0.018077547253890765
58822,0.002202832568636577
58823,0.23464296002105228
58824,0.06735706581551164
58825,0.0005422890793561475
58826,0.0949606976909377
58827,0.019366431538883313
58828,0.0021152130468275743
58829,0.16476536242960813
58830,0.0070906563775466
58831,0.14627676692764957
58832,0.00836408630510155
58833,0.004694424538517161
58834,0.022042090604066804
58835,0.9872306770493109
58836,0.024464568108330028
58837,0.0958342226497496
58838,0.011001398963662402
58839,0.0005188476317126768
58840,0.011068834336850917
58841,0.9793536859828568
58842,0.00103692300756528
58843,0.004863888530357129
58844,0.06376552016245761
58845,0.03386486644610807
58846,0.00012764447421321077
58847,0.960208336098791
58848,0.13864580534991836
58849,0.11160439774128923
58850,0.021312208815762738
58851,0.07866279451803114
58852,0.4348314574606286
58853,0.033896042693693014
58854,0.9995680225629117
58855,0.3427242165614418
58856,0.0031197929105638996
58857,0.0574033252214416
58858,0.3229107413561535
58859,0.018325385012938056
58860,0.002845083725947229
58861,0.026067138153083005
58862,0.341921490122675
58863,0.1281393336845102
58864,0.013474343133474422
58865,0.4104409179437235
58866,0.03800935687762456
58867,8.636256208982794e-05
58868,0.018580739906897063
58869,0.01203536826979235
58870,0.07175688570405926
58871,0.0017009925908704432
58872,0.016594544487995862
58873,0.007164973233170845
58874,0.9749577628254222
58875,0.008446280386616102
58876,0.002467570773233968
58877,0.00016500356319311228
58878,0.046735790917313946
58879,0.004285384462245489
58880,0.0020101688164531582
58881,0.030867954388882544
58882,0.0015779114983628505
58883,0.18057900648922692
58884,0.040044706823550776
58885,0.15898132963215997
58886,0.0006810838282384529
58887,0.9756654814858632
58888,0.316004306944827
58889,0.9785766248092013
58890,0.22346683101778603
58891,0.4024680521934437
58892,0.05272611602308293
58893,0.01129557049432027
58894,0.057435631878946146
58895,0.00046202595209513626
58896,0.005190708667753709
58897,0.08369138715345492
58898,0.23369735079379286
58899,0.9773046287505236
58900,0.024484149447826307
58901,0.10912671530804018
58902,0.09050062188122075
58903,0.0008066182976688957
58904,0.08681359381375696
58905,0.0013004832935595866
58906,0.07608367982699345
58907,0.028453034300374644
58908,0.00760437637089701
58909,0.0178375499154701
58910,0.0005067788808933835
58911,0.012693959979305136
58912,0.0008791156898953098
58913,0.1174270885892881
58914,0.040420824466719664
58915,0.012755458936439042
58916,0.006349392381427971
58917,0.05635070372626573
58918,0.01364498497050448
58919,0.0066621371078476495
58920,0.11868143939659508
58921,0.0034318519685523135
58922,0.022689837984672417
58923,0.004147671675914877
58924,0.015968898407724863
58925,0.013303491148233234
58926,0.04847286675622093
58927,0.0474203143388639
58928,0.17695772236747578
58929,0.0008478951932325045
58930,0.013774102480681779
58931,0.9628325803796882
58932,0.9429976662744023
58933,0.34123659822723107
58934,0.05170768765002527
58935,0.015359192255834632
58936,0.014412116239600873
58937,0.015943888425463192
58938,0.015288290620808255
58939,0.005516685097444906
58940,0.004261139923350578
58941,0.981632276020258
58942,0.8944647367221233
58943,0.027849983155043813
58944,0.021552037096562334
58945,0.032143862499695856
58946,0.03165164275565971
58947,0.010832830227306993
58948,0.015719139008288228
58949,0.0017967375698456926
58950,0.4579121847799246
58951,0.036301543055911246
58952,0.00692080752441116
58953,0.006119626479742541
58954,0.9976001465704251
58955,0.011589743868555252
58956,0.0010311416421032284
58957,0.9954149205103777
58958,0.9999070196987351
58959,0.004377753452670476
58960,0.0234791281482532
58961,0.0024763115638574812
58962,0.21929264740563859
58963,0.029246269321583442
58964,0.0092473449716055
58965,0.010612654543108781
58966,0.007541142030338225
58967,0.002720002929857815
58968,0.017277663637474294
58969,0.3785231234509038
58970,0.0018410073310565157
58971,0.09108702281066397
58972,0.053884043345729896
58973,0.9936232418631221
58974,0.14548739152139525
58975,0.06602225091848117
58976,0.023828120988870053
58977,0.030990007457834146
58978,0.04407407200752663
58979,0.00894824859465002
58980,0.010038731091170998
58981,0.0011895651377581801
58982,0.0018606891741103967
58983,0.0032628624385826963
58984,0.03241894990106631
58985,0.02010884970271621
58986,0.9740410191173869
58987,0.0028722745417739137
58988,0.06610472920157817
58989,0.0414762295072169
58990,0.0002264809499098
58991,0.018071315338084024
58992,0.005164302719223473
58993,0.0009237870912814373
58994,0.015793035160228903
58995,0.9999598953759756
58996,0.04029474838105952
58997,0.9630138032984127
58998,0.002583544614126274
58999,0.0046970323867653405
59000,0.05270549233893251
59001,0.26011281789422697
59002,0.12406422765962676
59003,0.07381151573322645
59004,0.047504762971620935
59005,0.0021826850482619927
59006,0.0161597634243539
59007,0.028948019358011345
59008,0.9993179327815752
59009,0.02186667240170278
59010,0.009755561834966772
59011,0.0025696988312131617
59012,0.018334237950733443
59013,0.0009298197602028034
59014,0.02073326459199707
59015,0.17634858080204482
59016,0.01627704700346419
59017,0.01830055695367564
59018,0.03577450554615202
59019,0.015799808482111138
59020,0.0024921914755918558
59021,0.012014269439617972
59022,0.035393923186494466
59023,0.9932733971190151
59024,0.017355043746162944
59025,0.9973323596227133
59026,0.006133650046913671
59027,0.0032480272418821373
59028,0.050340934994227225
59029,0.03715001948525191
59030,0.007651975706631747
59031,0.9739326798814417
59032,0.9297195050934337
59033,0.08694814378762332
59034,0.07597539746723063
59035,0.006457979285403481
59036,0.0906723140098663
59037,0.06929119396989887
59038,0.012651384347731835
59039,0.03057263330193631
59040,0.012157901337251111
59041,0.014962686048899753
59042,0.06863772051597972
59043,0.9711681220194218
59044,0.00424990015455417
59045,0.020050235446293176
59046,0.15898817385236083
59047,0.3675940527090468
59048,0.00789871794127911
59049,0.048411192917668766
59050,0.002250039853112939
59051,0.030597009718460907
59052,0.0015705075021245315
59053,0.02433975599070669
59054,0.02977366537701015
59055,0.023832122139728306
59056,0.003887226754308289
59057,0.958538442985615
59058,0.0015862870542378618
59059,0.1799343701326134
59060,0.0033586870002514212
59061,0.002943964028437658
59062,0.012675813726448382
59063,0.0010781097128836669
59064,0.011510555674939098
59065,0.00018319808165779126
59066,0.02745233152520439
59067,0.002626440000568185
59068,0.02096368936973166
59069,0.02283651662565578
59070,0.014452040108200677
59071,0.05913876312676303
59072,0.014118083867541292
59073,0.9763183097545668
59074,0.0322227324846517
59075,0.029607299164073862
59076,0.017983746814809798
59077,0.9972690529975279
59078,0.03689017663997037
59079,0.06525531101167226
59080,0.0036840970809366726
59081,0.011402037568180864
59082,0.023574861265237584
59083,0.0011899101208756627
59084,0.0006359003463661843
59085,0.033910159010949584
59086,0.12049473304678932
59087,0.08207549348213804
59088,0.029098574121948773
59089,0.044985206596837156
59090,0.0482776275636101
59091,0.0010423949989914175
59092,0.0744121685993535
59093,0.04388390622409243
59094,0.004494760585710545
59095,0.0002293098219405792
59096,0.9906075694729539
59097,0.15712950802800177
59098,0.027852833846689528
59099,0.005640618632981244
59100,0.0017963345283970688
59101,0.002174337413815876
59102,0.017659471210909515
59103,0.04926385415577888
59104,0.00046742021274445125
59105,0.04431435671590246
59106,0.0007046447261059782
59107,0.048999667048659254
59108,0.03975168360692459
59109,0.02558538845098844
59110,0.011387983084686222
59111,0.002692086600505753
59112,0.028747002085554488
59113,0.9746817981751108
59114,0.1074644873448017
59115,0.09860032090370077
59116,0.0018346106731246018
59117,0.009103463310357145
59118,0.024582941888364043
59119,0.015628068929890705
59120,0.0012830074406594042
59121,0.005863659243203734
59122,0.0442223180377932
59123,0.9972802644684206
59124,0.9822395263582991
