id,loan_status
58645,0.9802613050736467
58646,0.05655452497407053
58647,0.7521878501978818
58648,0.09029987316932207
58649,0.3361245952159039
58650,0.9525794034257039
58651,0.017969183906202585
58652,0.017648330967876224
58653,0.32209759759683654
58654,0.052359235780478984
58655,0.11538279948659606
58656,0.17125938964023257
58657,0.10245430751490334
58658,0.029176636567038734
58659,0.09840412979647477
58660,0.292464975812993
58661,0.02973843553603196
58662,0.011793788204787398
58663,0.1039852766296166
58664,0.032238368630998604
58665,0.0862605216595219
58666,0.029569830996476892
58667,0.015673470141040723
58668,0.02886563005107069
58669,0.04079682134184814
58670,0.005583542280622315
58671,0.12039011201517667
58672,0.01230404684955101
58673,0.8908761543975113
58674,0.005924018629405186
58675,0.03715854297445507
58676,0.1570272452962799
58677,0.12676206712680999
58678,0.013515152918356607
58679,0.31005092332388745
58680,0.8833375866504171
58681,0.08890771947936112
58682,0.009189337730959755
58683,0.0814974901194863
58684,0.11784080277948232
58685,0.23826326013808286
58686,0.047522788871502186
58687,0.861824528316164
58688,0.02001472726612345
58689,0.23984531684136137
58690,0.008553989559560988
58691,0.05621683967685409
58692,0.08292086285042324
58693,0.023216789032425696
58694,0.03388454724757926
58695,0.7847960836567114
58696,0.04122599514928322
58697,0.34057662833348573
58698,0.041582803604595854
58699,0.04205804302755213
58700,0.016340285384030817
58701,0.025901362275529454
58702,0.046637630013513585
58703,0.2895553136514966
58704,0.10578044337701693
58705,0.2276196603719203
58706,0.049916028025681576
58707,0.04017896330105992
58708,0.05454674643854654
58709,0.9398911911361257
58710,0.031879454640670095
58711,0.8529272847422736
58712,0.048517664307747115
58713,0.004777905479109991
58714,0.05754447374318991
58715,0.012227690964794084
58716,0.03868804578555245
58717,0.02686951334271535
58718,0.2681049875493112
58719,0.005562009081609696
58720,0.010363975549734457
58721,0.13603614990751356
58722,0.38265481393747314
58723,0.039774343055923214
58724,0.03257008505663313
58725,0.07499685855138385
58726,0.053657798198026116
58727,0.44016173460962016
58728,0.12186396330984438
58729,0.01309668333137789
58730,0.0863386734810723
58731,0.028232000494038678
58732,0.07230123655047183
